"","ensembl_gene_id","ensembl_gene_id_version.x","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_gene_id_version.y","external_gene_name","gene_biotype"
"8747","ENSG00000215251","ENSG00000215251.3",455.072940546283,0.370793359714283,0.0968830908180956,3.82722471571919,0.000129596193328529,0.000418793795308421,"ENSG00000215251.4","FASTKD5","protein_coding"
"8748","ENSG00000215262","ENSG00000215262.7",324.830245032215,-5.4735514617364,0.223871830336159,-24.4494872513326,5.09598170062176e-132,6.67333791877891e-130,"ENSG00000215262.8","KCNU1","protein_coding"
"8749","ENSG00000215271","ENSG00000215271.7",728.564169209874,-0.391157739811634,0.079414468642125,-4.92552234498168,8.4135294961562e-07,3.50818493432158e-06,"ENSG00000215271.9","HOMEZ","protein_coding"
"8750","ENSG00000215305","ENSG00000215305.9",712.440189299043,0.688605175186534,0.0794821485499301,8.66364570849462,4.56911893164094e-18,4.42635881880725e-17,"ENSG00000215305.10","VPS16","protein_coding"
"8751","ENSG00000215375","ENSG00000215375.6",311.846691182367,0.499640333311986,0.111597207445679,4.47717595043937,7.5636910165624e-06,2.8438251884937e-05,"ENSG00000215375.6","MYL5","protein_coding"
"8752","ENSG00000215386","ENSG00000215386.11",14.8799569568745,-1.98865737678,0.502717692421036,-3.95581338544668,7.62746864121561e-05,0.000254386077738939,"ENSG00000215386.13","MIR99AHG","lncRNA"
"8753","ENSG00000215421","ENSG00000215421.9",462.977088387909,0.920114021160147,0.0939635289249904,9.7922463288353,1.2156461800565e-22,1.51103937802445e-21,"ENSG00000215421.10","ZNF407","protein_coding"
"8754","ENSG00000215440","ENSG00000215440.11",941.867658551518,1.02299960914597,0.0778836279497117,13.1349763239908,2.07556342239391e-39,4.87407098199718e-38,"ENSG00000215440.12","NPEPL1","protein_coding"
"8755","ENSG00000215481","ENSG00000215481.9",1.50248300302199,-4.21058266506874,1.68903288105313,-2.49289561636207,0.0126706089560131,0.0294071201604215,"ENSG00000215481.9","BCRP3","lncRNA"
"8756","ENSG00000215559","ENSG00000215559.8",75.6381944065658,1.26574084167215,0.228470415999565,5.54006450303202,3.02360256681412e-08,1.44974026152091e-07,"ENSG00000215559.8","ANKRD20A11P","transcribed_unprocessed_pseudogene"
"8757","ENSG00000215644","ENSG00000215644.9",46.2444835973969,-6.03728216989026,0.683396706678011,-8.83422777852921,1.00792089557214e-18,1.01853540523046e-17,"ENSG00000215644.10","GCGR","protein_coding"
"8758","ENSG00000215788","ENSG00000215788.9",272.54760184022,0.516820924285047,0.122688687220929,4.21245785566514,2.52606856670898e-05,8.95324604873036e-05,"ENSG00000215788.11","TNFRSF25","protein_coding"
"8759","ENSG00000215790","ENSG00000215790.6",173.38593889862,0.661977133648382,0.141271250594629,4.6858588061055,2.78788416951606e-06,1.09925393874896e-05,"ENSG00000215790.8","SLC35E2A","transcribed_unprocessed_pseudogene"
"8760","ENSG00000215808","ENSG00000215808.2",7.31894812276403,6.16855545196811,1.29942994953889,4.74712427103672,2.06329191431904e-06,8.26876770415311e-06,"ENSG00000215808.4","LINC01139","lncRNA"
"8761","ENSG00000215853","ENSG00000215853.3",3.76026597721396,-5.53355618274765,1.40161293048986,-3.9479916761425,7.88095440916691e-05,0.000262368486700873,"ENSG00000215853.3","RPTN","protein_coding"
"8762","ENSG00000215861","ENSG00000215861.5",8.10822486881224,-1.89846008056575,0.659902004152788,-2.87688182278379,0.00401625975957417,0.0103101908173017,"ENSG00000215861.6","","transcribed_unprocessed_pseudogene"
"8763","ENSG00000215908","ENSG00000215908.10",421.880623056696,0.3161755809478,0.100489047973945,3.14636855779328,0.00165311547453605,0.00454790616585782,"ENSG00000215908.10","CROCCP2","transcribed_unprocessed_pseudogene"
"8764","ENSG00000216490","ENSG00000216490.3",32.6072580003674,-1.17633042141511,0.318160379882513,-3.6972875813434,0.000217915429988477,0.000682887570721211,"ENSG00000216490.4","IFI30","protein_coding"
"8765","ENSG00000216775","ENSG00000216775.2",53.7797281364213,0.588222751127762,0.247435749135649,2.37727471952845,0.0174410930796619,0.0391523257173977,"ENSG00000216775.3","","transcribed_unprocessed_pseudogene"
"8766","ENSG00000217128","ENSG00000217128.11",1709.65707768841,0.29295934272914,0.0639515409850688,4.58095830399988,4.6285012611771e-06,1.7826936864416e-05,"ENSG00000217128.12","FNIP1","protein_coding"
"8767","ENSG00000217275","ENSG00000217275.2",12.6195034257825,1.59385161704461,0.538424221376238,2.96021529820974,0.00307424118387786,0.00806870516806048,"ENSG00000217275.2","","processed_pseudogene"
"8768","ENSG00000217455","ENSG00000217455.8",8.92064337774759,-1.72682055590468,0.643432498383631,-2.68376334773675,0.00727986162202146,0.0177546318393341,"ENSG00000217455.8","","lncRNA"
"8769","ENSG00000217648","ENSG00000217648.1",16.9390245603719,-1.18746470514714,0.440534492651823,-2.69550903494327,0.00702811717644002,0.0172142088878763,"ENSG00000217648.1","","processed_pseudogene"
